ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12066346,JD250733,06/02/2020 07:00:00 AM,027XX N PINE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,false,false,1935,019,43,7,14,1172652,1918576,2020,06/09/2020 03:49:44 PM,41.932012618,-87.640940116,"(41.932012618, -87.640940116)"
12066870,JD251407,06/02/2020 03:30:00 PM,071XX S CLAREMONT AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,0832,008,18,66,03,1161973,1857200,2020,06/09/2020 03:49:44 PM,41.763820499,-87.681894757,"(41.763820499, -87.681894757)"
12067158,JD251787,06/02/2020 11:42:00 PM,065XX S GREEN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0723,007,6,68,15,1171764,1861420,2020,06/09/2020 03:49:44 PM,41.775191608,-87.645884924,"(41.775191608, -87.645884924)"
12067461,JD252114,06/02/2020 05:20:00 PM,008XX E 86TH ST,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,false,false,0632,006,8,44,08A,1183230,1848133,2020,06/09/2020 03:49:44 PM,41.738471518,-87.604265189,"(41.738471518, -87.604265189)"
12067755,JD252487,06/02/2020 11:00:00 PM,052XX N MOBILE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1622,016,45,11,26,1133299,1934530,2020,06/09/2020 03:49:44 PM,41.976573076,-87.78518347,"(41.976573076, -87.78518347)"
12069966,JD254775,06/02/2020 01:00:00 PM,077XX N MARSHFIELD AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,2422,024,49,1,08B,,,2020,06/09/2020 03:49:44 PM,,,
12066848,JD251482,06/02/2020 02:45:00 AM,120XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,false,false,0523,005,34,53,14,1176447,1825185,2020,06/09/2020 03:49:44 PM,41.675653963,-87.629803336,"(41.675653963, -87.629803336)"
12067712,JD252349,06/02/2020 09:00:00 PM,022XX S SPRINGFIELD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),false,true,1013,010,22,30,26,1150738,1888759,2020,06/09/2020 03:49:44 PM,41.850649065,-87.722251555,"(41.850649065, -87.722251555)"
12068835,JD253585,06/02/2020 09:00:00 PM,006XX N MILWAUKEE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1214,012,27,24,07,1169937,1904557,2020,06/09/2020 03:49:44 PM,41.893603441,-87.651326936,"(41.893603441, -87.651326936)"
12066833,JD251186,06/02/2020 01:11:00 PM,013XX W 80TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0612,006,21,71,15,1168943,1851721,2020,06/09/2020 03:49:44 PM,41.748637701,-87.656506096,"(41.748637701, -87.656506096)"
12068167,JD251749,06/02/2020 09:28:00 PM,077XX S THROOP ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,false,true,0612,006,17,71,20,1169226,1853451,2020,06/09/2020 03:49:44 PM,41.753378941,-87.655419134,"(41.753378941, -87.655419134)"
12067073,JD251715,06/02/2020 09:52:00 PM,039XX N WESTERN AVE,3100,PUBLIC PEACE VIOLATION,MOB ACTION,STREET,true,false,1921,019,47,5,24,1159667,1926244,2020,06/09/2020 03:49:44 PM,41.953331923,-87.688446061,"(41.953331923, -87.688446061)"
12066274,JD250689,06/02/2020 06:00:00 AM,069XX S CRANDON AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0331,003,5,43,08A,1192525,1859314,2020,06/09/2020 03:49:44 PM,41.768931976,-87.569847378,"(41.768931976, -87.569847378)"
12067141,JD251764,06/02/2020 10:30:00 PM,026XX E 83RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0423,004,7,46,15,1195195,1850448,2020,06/09/2020 03:49:44 PM,41.744537555,-87.560352653,"(41.744537555, -87.560352653)"
12067540,JD251018,06/02/2020 11:30:00 AM,042XX S HALSTED ST,0325,ROBBERY,VEHICULAR HIJACKING,ALLEY,false,false,0925,009,11,61,03,1171677,1876735,2020,06/09/2020 03:49:44 PM,41.817219532,-87.645754796,"(41.817219532, -87.645754796)"
12066454,JD250741,06/02/2020 07:45:00 AM,015XX W HOWARD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,MEDICAL / DENTAL OFFICE,false,false,2422,024,49,1,14,1164423,1950346,2020,06/09/2020 03:49:44 PM,42.019369021,-87.670276715,"(42.019369021, -87.670276715)"
12067112,JD251572,06/02/2020 07:07:00 PM,070XX N ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2411,024,50,2,14,1157741,1946602,2020,06/09/2020 03:49:44 PM,42.009234778,-87.694968458,"(42.009234778, -87.694968458)"
12067678,JD252296,06/02/2020 12:00:00 AM,010XX S WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,1135,011,28,28,05,1160538,1895453,2020,06/09/2020 03:49:44 PM,41.868821071,-87.68609833,"(41.868821071, -87.68609833)"
12067092,JD251683,06/02/2020 09:17:00 PM,081XX S MARQUETTE AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,false,false,0422,004,7,46,08B,1195587,1851490,2020,06/09/2020 03:49:44 PM,41.747387213,-87.558881983,"(41.747387213, -87.558881983)"
12066856,JD251297,06/02/2020 02:30:00 PM,026XX S PULASKI RD,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,1031,010,22,30,08B,1150136,1886140,2020,06/09/2020 03:49:44 PM,41.843473932,-87.724529173,"(41.843473932, -87.724529173)"
12066926,JD251533,06/02/2020 06:15:00 PM,080XX S DREXEL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,true,false,0631,006,8,44,15,1183631,1851847,2020,06/09/2020 03:49:44 PM,41.748653803,-87.602680492,"(41.748653803, -87.602680492)"
12066401,JD250770,06/02/2020 07:39:00 AM,020XX S MICHIGAN AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,false,false,0132,001,3,33,04B,1177528,1890620,2020,06/09/2020 03:49:44 PM,41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
12066297,JD250730,06/02/2020 02:30:00 AM,034XX W ADDISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,false,false,1732,017,35,21,14,1152941,1923727,2020,06/09/2020 03:49:44 PM,41.946561316,-87.713238439,"(41.946561316, -87.713238439)"
12070603,JD255518,06/02/2020 04:00:00 AM,047XX N WOLCOTT AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,1912,019,47,4,05,,,2020,06/09/2020 03:49:44 PM,,,
12067170,JD251699,06/02/2020 09:34:00 PM,017XX W GREENLEAF AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,false,false,2424,024,49,1,04B,1163166,1946992,2020,06/09/2020 03:49:44 PM,42.010192206,-87.674997242,"(42.010192206, -87.674997242)"
12067787,JD251122,06/02/2020 01:00:00 PM,061XX S ARCHER AVE,0860,THEFT,RETAIL THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,0811,008,23,56,06,1137711,1868195,2020,06/09/2020 03:49:44 PM,41.794462581,-87.770558224,"(41.794462581, -87.770558224)"
12067409,JD252021,06/02/2020 06:15:00 AM,062XX W HYACINTH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1611,016,39,10,06,1133473,1940398,2020,06/09/2020 03:49:44 PM,41.992672337,-87.784405285,"(41.992672337, -87.784405285)"
12072547,JD257897,06/01/2020 08:00:00 PM,082XX S ELLIS AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,0631,006,8,44,06,,,2020,06/09/2020 03:49:44 PM,,,
12067019,JD251567,06/02/2020 07:15:00 PM,048XX S ELIZABETH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0933,009,20,61,08B,1168806,1872770,2020,06/09/2020 03:49:44 PM,41.806401707,-87.656400954,"(41.806401707, -87.656400954)"
12066663,JD250879,06/02/2020 09:30:00 AM,051XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VACANT LOT / LAND,false,true,0932,009,16,61,08B,1166212,1870645,2020,06/09/2020 03:49:44 PM,41.800626132,-87.665975365,"(41.800626132, -87.665975365)"
12066222,JD250669,06/02/2020 04:51:00 AM,073XX S STATE ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,0323,003,6,69,15,1177554,1856299,2020,06/09/2020 03:49:44 PM,41.761010056,-87.624814287,"(41.761010056, -87.624814287)"
12066235,JD250659,06/02/2020 12:17:00 AM,026XX N LINCOLN AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,1932,019,43,7,05,1169085,1917538,2020,06/09/2020 03:49:44 PM,41.929242595,-87.654078463,"(41.929242595, -87.654078463)"
12066753,JD251286,06/02/2020 01:00:00 PM,043XX W LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,1712,017,39,14,14,1146764,1931552,2020,06/09/2020 03:49:44 PM,41.968154118,-87.735742817,"(41.968154118, -87.735742817)"
12066600,JD251044,06/02/2020 12:11:00 PM,062XX S WESTERN AVE,3400,PUBLIC PEACE VIOLATION,LOOTING,SMALL RETAIL STORE,true,false,0825,008,16,66,24,1161441,1863302,2020,06/09/2020 03:49:44 PM,41.780576286,-87.683675724,"(41.780576286, -87.683675724)"
12066081,JD250567,06/02/2020 01:32:00 AM,045XX S DAMEN AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,ALLEY,false,false,0924,009,12,61,26,1163669,1874288,2020,06/09/2020 03:49:44 PM,41.810676762,-87.675199089,"(41.810676762, -87.675199089)"
12066180,JD250492,06/02/2020 12:36:00 AM,122XX S LOWE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,false,false,0523,005,34,53,04B,1174194,1823664,2020,06/09/2020 03:49:44 PM,41.671530276,-87.638094689,"(41.671530276, -87.638094689)"
12066490,JD250951,06/02/2020 10:40:00 AM,003XX E GARFIELD BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,0231,002,3,40,07,1179640,1868628,2020,06/09/2020 03:49:44 PM,41.794794662,-87.61679251,"(41.794794662, -87.61679251)"
12067481,JD251007,06/02/2020 10:45:00 AM,015XX W 78TH ST,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0612,006,17,71,08A,1167301,1853002,2020,06/09/2020 03:49:44 PM,41.75218823,-87.662486383,"(41.75218823, -87.662486383)"
12068024,JD251651,06/02/2020 04:55:00 PM,072XX S RHODES AVE,0330,ROBBERY,AGGRAVATED,STREET,false,false,0323,003,6,69,03,1181161,1857064,2020,06/09/2020 03:49:44 PM,41.76302701,-87.611570991,"(41.76302701, -87.611570991)"
12070174,JD254871,06/02/2020 02:00:00 PM,064XX S WOODLAWN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0314,003,20,42,11,,,2020,06/09/2020 03:49:44 PM,,,
12067371,JD251971,06/02/2020 05:00:00 PM,045XX S TALMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0922,009,15,58,14,1159461,1874478,2020,06/09/2020 03:49:44 PM,41.811285539,-87.690628468,"(41.811285539, -87.690628468)"
12069490,JD253891,06/02/2020 12:00:00 PM,065XX S MAPLEWOOD AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0832,008,17,66,08A,1160496,1861302,2020,06/09/2020 03:49:44 PM,41.775107546,-87.687195376,"(41.775107546, -87.687195376)"
12067104,JD251587,06/02/2020 06:45:00 PM,017XX W WALLEN AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2432,024,49,1,08A,1163633,1944225,2020,06/09/2020 03:49:44 PM,42.002589628,-87.673357469,"(42.002589628, -87.673357469)"
12067521,JD251366,06/02/2020 04:00:00 PM,009XX W 115TH PL,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,false,true,0524,005,34,53,04A,1171978,1828275,2020,06/09/2020 03:49:44 PM,41.684232396,-87.646070582,"(41.684232396, -87.646070582)"
12067224,JD251769,06/02/2020 10:46:00 PM,003XX W 47TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0935,009,3,37,15,1174735,1873790,2020,06/09/2020 03:49:44 PM,41.809070483,-87.634625114,"(41.809070483, -87.634625114)"
12067310,JD251826,06/02/2020 12:20:00 AM,095XX S WENTWORTH AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,false,false,0511,005,21,49,04B,1176628,1841705,2020,06/09/2020 03:49:44 PM,41.720983183,-87.628646111,"(41.720983183, -87.628646111)"
12067028,JD251359,06/02/2020 03:00:00 PM,016XX E 67TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,false,false,0332,003,5,43,04A,1188468,1860889,2020,06/09/2020 03:49:44 PM,41.773351769,-87.584667872,"(41.773351769, -87.584667872)"
12066318,JD250787,06/02/2020 07:00:00 AM,024XX S CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1033,010,12,30,14,1158087,1887562,2020,06/09/2020 03:49:44 PM,41.84721769,-87.695311818,"(41.84721769, -87.695311818)"
12068081,JD252520,06/02/2020 09:00:00 PM,114XX S CHAMPLAIN AVE,5003,OTHER OFFENSE,OTHER ARSON / EXPLOSIVE INCIDENT,RESIDENCE,false,false,0531,005,9,50,26,1182622,1829208,2020,06/09/2020 03:49:44 PM,41.686553064,-87.607077575,"(41.686553064, -87.607077575)"
12067245,JD251830,06/02/2020 11:35:00 PM,069XX W BARRY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2511,025,36,18,06,1129307,1919822,2020,06/09/2020 03:49:44 PM,41.936281863,-87.800200513,"(41.936281863, -87.800200513)"
12072413,JD257698,06/01/2020 09:00:00 AM,054XX N SHERIDAN RD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE - GARAGE,false,false,2023,020,48,77,26,,,2020,06/09/2020 03:49:44 PM,,,
12067553,JD252095,06/02/2020 10:00:00 PM,050XX W DAKIN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,false,false,1634,016,45,15,14,1141981,1925777,2020,06/09/2020 03:49:44 PM,41.952397217,-87.753473498,"(41.952397217, -87.753473498)"
12067394,JD251524,06/02/2020 06:15:00 PM,010XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1511,015,29,25,14,1138830,1906209,2020,06/09/2020 03:49:44 PM,41.898758412,-87.765533156,"(41.898758412, -87.765533156)"
12066736,JD251179,06/02/2020 02:00:00 PM,007XX E 84TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER (SPECIFY),false,true,0632,006,6,44,08B,1182883,1849452,2020,06/09/2020 03:49:44 PM,41.74209906,-87.605495636,"(41.74209906, -87.605495636)"
12066263,JD250621,06/02/2020 03:41:00 AM,025XX W 42ND ST,041A,BATTERY,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,false,false,0921,009,12,58,04B,1159909,1876725,2020,06/09/2020 03:49:44 PM,41.817442379,-87.68892342,"(41.817442379, -87.68892342)"
12067146,JD251778,06/02/2020 11:11:00 PM,041XX W 24TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,true,false,1013,010,22,30,15,1148961,1887393,2020,06/09/2020 03:49:44 PM,41.846935102,-87.728808841,"(41.846935102, -87.728808841)"
12066980,JD251331,06/02/2020 03:05:00 PM,014XX N PARKSIDE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2531,025,29,25,11,1138404,1909077,2020,06/09/2020 03:49:44 PM,41.906636277,-87.767028317,"(41.906636277, -87.767028317)"
12067831,JD252370,06/02/2020 01:30:00 PM,039XX W MADISON ST,0610,BURGLARY,FORCIBLE ENTRY,DEPARTMENT STORE,false,false,1122,011,28,26,05,1150061,1899721,2020,06/09/2020 03:49:44 PM,41.880743275,-87.724450941,"(41.880743275, -87.724450941)"
12067117,JD251730,06/02/2020 10:30:00 PM,018XX W DEVON AVE,0860,THEFT,RETAIL THEFT,GAS STATION,false,false,2433,024,40,2,06,1162900,1942537,2020,06/09/2020 03:49:44 PM,41.997973182,-87.676101777,"(41.997973182, -87.676101777)"
12066502,JD250917,06/02/2020 07:00:00 AM,027XX N CLYBOURN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BANK,false,false,1931,019,32,7,14,1162762,1918333,2020,06/09/2020 03:49:44 PM,41.931559228,-87.677291167,"(41.931559228, -87.677291167)"
12066463,JD250982,06/02/2020 01:00:00 AM,008XX N PULASKI RD,0610,BURGLARY,FORCIBLE ENTRY,DRUG STORE,false,false,1112,011,37,23,05,1149574,1905214,2020,06/09/2020 03:49:44 PM,41.895826124,-87.726096446,"(41.895826124, -87.726096446)"
12067050,JD251653,06/02/2020 07:00:00 PM,060XX S WABASH AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,true,0311,003,20,40,04A,1177750,1865013,2020,06/09/2020 03:49:44 PM,41.784917767,-87.623832463,"(41.784917767, -87.623832463)"
12066028,JD250480,06/02/2020 12:00:00 AM,043XX S WENTWORTH AVE,0325,ROBBERY,VEHICULAR HIJACKING,GAS STATION,false,false,0925,009,3,37,03,1175650,1876440,2020,06/09/2020 03:49:44 PM,41.816321863,-87.631189677,"(41.816321863, -87.631189677)"
12066895,JD251356,06/02/2020 03:30:00 PM,069XX S PEORIA ST,0460,BATTERY,SIMPLE,RESIDENCE,false,true,0733,007,6,68,08B,1171502,1858856,2020,06/09/2020 03:49:44 PM,41.768161426,-87.646920397,"(41.768161426, -87.646920397)"
12066888,JD251215,06/02/2020 02:18:00 PM,068XX S HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0726,007,17,67,08B,1165197,1859353,2020,06/09/2020 03:49:44 PM,41.769661014,-87.670017178,"(41.769661014, -87.670017178)"
12066388,JD250886,06/02/2020 07:30:00 AM,036XX W 79TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,0834,008,18,70,07,1153382,1851943,2020,06/09/2020 03:49:44 PM,41.749568654,-87.713521821,"(41.749568654, -87.713521821)"
12067096,JD251601,06/02/2020 07:59:00 PM,071XX S ARTESIAN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0832,008,18,66,05,1161279,1857165,2020,06/09/2020 03:49:44 PM,41.763738849,-87.684439405,"(41.763738849, -87.684439405)"
12066801,JD251025,06/02/2020 11:45:00 AM,039XX W GLADYS AVE,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,APARTMENT,false,true,1132,011,28,26,04A,1150186,1898065,2020,06/09/2020 03:49:44 PM,41.876196592,-87.724035116,"(41.876196592, -87.724035116)"
12067066,JD251558,06/02/2020 06:30:00 PM,024XX N LINDER AVE,143B,WEAPONS VIOLATION,UNLAWFUL POSSESSION - OTHER FIREARM,RESIDENCE,true,false,2515,025,30,19,15,1139307,1915656,2020,06/09/2020 03:49:44 PM,41.924673388,-87.763550626,"(41.924673388, -87.763550626)"
12069052,JD253863,06/02/2020 07:40:00 PM,048XX W GRAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2533,025,37,25,07,1143973,1911841,2020,06/09/2020 03:49:44 PM,41.914118277,-87.746501414,"(41.914118277, -87.746501414)"
12070504,JD251166,06/02/2020 10:11:00 AM,001XX N OAKLEY BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1223,012,27,28,08B,,,2020,06/09/2020 03:49:44 PM,,,
12067177,JD251808,06/02/2020 11:00:00 PM,039XX W 55TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0822,008,13,62,14,1151097,1867838,2020,06/09/2020 03:49:44 PM,41.793231961,-87.721480737,"(41.793231961, -87.721480737)"
12067002,JD251320,06/02/2020 12:00:00 AM,025XX W ARMITAGE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1431,014,1,22,06,1158819,1913193,2020,06/09/2020 03:49:44 PM,41.917536574,-87.691922328,"(41.917536574, -87.691922328)"
12067336,JD251791,06/02/2020 11:51:00 PM,026XX S SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,false,1032,010,12,30,08B,1154784,1886375,2020,06/09/2020 03:49:44 PM,41.844027121,-87.707465625,"(41.844027121, -87.707465625)"
12066101,JD250611,06/02/2020 03:33:00 AM,022XX E 68TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0331,003,5,43,14,1192165,1860313,2020,06/09/2020 03:49:44 PM,41.771682068,-87.571134487,"(41.771682068, -87.571134487)"
12066686,JD251151,06/02/2020 01:30:00 PM,018XX S AVERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1014,010,24,29,14,1151034,1890621,2020,06/09/2020 03:49:44 PM,41.855752834,-87.721116444,"(41.855752834, -87.721116444)"
12066721,JD251158,06/02/2020 01:44:00 PM,008XX W 98TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,false,false,2223,022,34,73,04B,1172290,1839525,2020,06/09/2020 03:49:44 PM,41.71509729,-87.644599112,"(41.71509729, -87.644599112)"
12067261,JD251804,06/02/2020 06:50:00 PM,056XX W IOWA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1511,015,29,25,14,1138772,1905448,2020,06/09/2020 03:49:44 PM,41.896671188,-87.765764681,"(41.896671188, -87.765764681)"
12066188,JD250630,06/02/2020 03:15:00 AM,045XX N ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1723,017,33,14,08B,1152237,1929931,2020,06/09/2020 03:49:44 PM,41.963599474,-87.715661782,"(41.963599474, -87.715661782)"
12066127,JD250562,06/02/2020 12:50:00 AM,005XX S WASHTENAW AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,1135,011,28,27,03,1158447,1897553,2020,06/09/2020 03:49:44 PM,41.874626684,-87.693717448,"(41.874626684, -87.693717448)"
12066532,JD250848,06/02/2020 09:40:00 AM,002XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1533,015,28,25,14,1144415,1898849,2020,06/09/2020 03:49:44 PM,41.878458449,-87.745204753,"(41.878458449, -87.745204753)"
12066946,JD251502,06/02/2020 06:20:00 PM,038XX W 18TH ST,0560,ASSAULT,SIMPLE,STREET,false,false,1014,010,24,29,08A,1150910,1891105,2020,06/09/2020 03:49:44 PM,41.857083414,-87.721558931,"(41.857083414, -87.721558931)"
12066635,JD251217,06/02/2020 01:00:00 PM,083XX S BURLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0424,004,10,46,08B,1199259,1850330,2020,06/09/2020 03:49:44 PM,41.744112611,-87.545465953,"(41.744112611, -87.545465953)"
12066147,JD250610,06/02/2020 03:40:00 AM,003XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,false,false,1533,015,28,25,14,1144446,1898013,2020,06/09/2020 03:49:44 PM,41.87616378,-87.745111964,"(41.87616378, -87.745111964)"
12067282,JD251589,06/02/2020 07:08:00 PM,059XX S PRAIRIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0232,002,20,40,08A,1179057,1865653,2020,06/09/2020 03:49:44 PM,41.786644294,-87.619020988,"(41.786644294, -87.619020988)"
12067384,JD251775,06/02/2020 11:31:00 PM,066XX S MOZART ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0831,008,17,66,08B,1158522,1860467,2020,06/09/2020 03:49:44 PM,41.772856655,-87.694454589,"(41.772856655, -87.694454589)"
12067081,JD251687,06/02/2020 09:37:00 PM,038XX W 19TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1014,010,24,29,08B,1150883,1890356,2020,06/09/2020 03:49:44 PM,41.855028595,-87.721677621,"(41.855028595, -87.721677621)"
12067428,JD252055,06/02/2020 12:01:00 AM,066XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0723,007,6,68,14,1171118,1860875,2020,06/09/2020 03:49:44 PM,41.773710208,-87.648268988,"(41.773710208, -87.648268988)"
12067061,JD251540,06/02/2020 06:40:00 PM,009XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1511,015,29,25,14,1138853,1905532,2020,06/09/2020 03:49:44 PM,41.896900224,-87.765465135,"(41.896900224, -87.765465135)"
12066556,JD250974,06/02/2020 11:20:00 AM,013XX W 15TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,1233,012,25,28,08B,1167732,1892862,2020,06/09/2020 03:49:44 PM,41.861559271,-87.65976218,"(41.861559271, -87.65976218)"
12067042,JD251511,06/02/2020 05:31:00 PM,027XX S CHRISTIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1032,010,22,30,15,1154472,1885695,2020,06/09/2020 03:49:44 PM,41.842167352,-87.708628766,"(41.842167352, -87.708628766)"
12066817,JD251314,06/02/2020 03:23:00 PM,002XX E KENSINGTON AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,0532,005,9,53,04A,1179780,1828239,2020,06/09/2020 03:49:44 PM,41.683959264,-87.617511052,"(41.683959264, -87.617511052)"
12066266,JD250569,06/02/2020 01:02:00 AM,020XX W 72ND ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0735,007,17,67,15,1163764,1856904,2020,06/09/2020 03:49:44 PM,41.762970825,-87.675338612,"(41.762970825, -87.675338612)"
12068099,JD252013,06/02/2020 12:00:00 AM,052XX N ROCKWELL ST,0820,THEFT,$500 AND UNDER,STREET,false,false,2011,020,40,4,06,1158068,1934874,2020,06/09/2020 03:49:44 PM,41.977045975,-87.694087437,"(41.977045975, -87.694087437)"
12068356,JD251689,06/02/2020 09:15:00 PM,056XX S KEDZIE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,false,false,0822,008,14,63,04A,1156011,1867041,2020,06/09/2020 03:49:44 PM,41.790947494,-87.70348282,"(41.790947494, -87.70348282)"
12067124,JD251634,06/02/2020 07:42:00 PM,016XX N KEELER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,2534,025,26,23,15,1148136,1910605,2020,06/09/2020 03:49:44 PM,41.91064739,-87.731238983,"(41.91064739, -87.731238983)"
